description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpr					useitem				gem-v			3	3	gem-r			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpw					useitem				gem-v			3	3	gem-w			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	skz					useitem				gem-v			3	3	gem-s			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gpk					useitem				gem-v			3	3	gem-k			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gvb					useitem				gem-v			3	3	gem-v			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gyb					useitem				gem-v			3	3	gem-y			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gbb					useitem				gem-v			3	3	gem-b			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	ggb					useitem				gem-v			3	3	gem-g			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	grb					useitem				gem-v			3	3	gem-r			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gwb					useitem				gem-v			3	3	gem-w			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	skb					useitem				gem-v			3	3	gem-s			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	gbk					useitem				gem-v			3	3	gem-k			243	243																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gv					useitem				gem-v			3	3	gem-v			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gy					useitem				gem-v			3	3	gem-y			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gb					useitem				gem-v			3	3	gem-b			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gg					useitem				gem-v			3	3	gem-g			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gr					useitem				gem-v			3	3	gem-r			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gw					useitem				gem-v			3	3	gem-w			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6sk					useitem				gem-v			3	3	gem-s			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfv	6gk					useitem				gem-v			3	3	gem-k			1458	1458																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gfb					useitem				gem-y			3	3	gem-b			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gfg					useitem				gem-y			3	3	gem-g			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gfr					useitem				gem-y			3	3	gem-r			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gfw					useitem				gem-y			3	3	gem-w			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	skf					useitem				gem-y			3	3	gem-s			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gfk					useitem				gem-y			3	3	gem-k			3	3																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsv					useitem				gem-y			3	3	gem-v			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsy					useitem				gem-y			3	3	gem-y			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsb					useitem				gem-y			3	3	gem-b			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsg					useitem				gem-y			3	3	gem-g			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsr					useitem				gem-y			3	3	gem-r			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsw					useitem				gem-y			3	3	gem-w			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	sku					useitem				gem-y			3	3	gem-s			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gsk					useitem				gem-y			3	3	gem-k			9	9																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gzv					useitem				gem-y			3	3	gem-v			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gly					useitem				gem-y			3	3	gem-y			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	glb					useitem				gem-y			3	3	gem-b			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	glg					useitem				gem-y			3	3	gem-g			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	glr					useitem				gem-y			3	3	gem-r			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	glw					useitem				gem-y			3	3	gem-w			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	skl					useitem				gem-y			3	3	gem-s			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gzk					useitem				gem-y			3	3	gem-k			27	27																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gpv					useitem				gem-y			3	3	gem-v			81	81																																																																										0
Gem Can Multi Input - Any 2	1			100					3	can1	gfy	gpy					useitem				gem-y			3	3	gem-y			81	81																																																																										0
