index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Schaefer's Hammer_lod	924	100	1			0	1	83	71	7wh	Legendary Mallet		5	5000	lblu	lblu						sock		3	3	tinkerflag2		25	35	hit-skill	Static Field	20	10	hp		50	50	att/lvl	16			res-ltng		75	75	swing2		20	20	dmg/lvl	16			rep-dur	25			dmg%		200	260	dmg-ltng		50	200	allskills		1	3		0
The Cranium Basher	925	100	1			0	1	85	69	7gm	Thunder Maul		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	swing2		20	20	rep-dur	25			str		25	25	res-all		25	25	crush		75	75	dmg-norm		100	200	dmg%		200	240	hit-skill	Amplify Damage	10	50					allskills		1	3		0
Lightsabre	926	100	1			0	1	66	46	7cr	Phase Blade		5	5000	lblu							sock		2	2	tinkerflag2		25	35	att-skill	Chain Lightning	5	0	ignore-ac	1	1	1	abs-ltng%		25	25	swing2		20	20	dmg-mag		60	120	dmg-ltng		1	200	manasteal		5	7	dmg%		150	200	dmg-norm		10	30	allskills		1	3		0
Doombringer	927	100	1			0	1	75	55	7b7	Champion Sword		5	5000	dred	dred						sock		3	3	tinkerflag2		25	35	hp%		20	20	dmg%		180	250	att%		40	40	rep-dur	25			dmg-norm		30	100	hit-skill	Weaken	8	3	lifesteal		5	7									allskills		1	3		0
The Grandfather_lod	928	100	1			0	1	85	72	7gd	Colossus Blade		5	5000	lyel	lyel						sock		3	3	tinkerflag2		25	35	str		20	20	dex		20	20	vit		20	20	enr		20	20	att%		50	50	hp		80	80	dmg/lvl	20			rep-dur	25			dmg%		200	250	allskills		1	3		0
Wizardspike_lod	929	100	1			0	1	69	58	7dg	Bone Knife		5	5000	lgry	lgry						sock		2	2	tinkerflag2		25	35	mana/lvl	16			regen-mana		15	15	mana%		15	15	res-all		75	75	cast3		50	50																	allskills		1	3		0
Constricting Ring	930	100	1			0	1	95	95	rn9	Ring		5	5000	cblu	cblu						sock		1	1	allskills		1	1	res-all		100	100	regen		-30	-30	mag%		100	100	res-all-max		15	15										0											allskills		1	3		0
Stormspire	931	100	1			0	1	78	76	7wc	Giant Thresher		5	5000	dblu	dblu						sock		2	2	tinkerflag2		25	35	res-ltng		50	50	hit-skill	Static Field	5	5	dmg%		150	250	str		10	10	hit-skill	Charged Bolt	50	40	swing2		30	30	rep-dur	25			dmg-ltng		1	237	light-thorns		27	27	allskills		1	3		0
Eaglehorn_lod	932	100	1			0	1	77	55	6l7	Crusader Bow		5	5000	dgld	dgld						sock		2	2	tinkerflag2		25	35	ignore-ac		1	1	att/lvl	12			dmg%/lvl	16			dmg%		200	200	ama		1	1	dex		25	25													allskills		1	3		0
Windforce	933	100	1			0	1	80	65	6lw	Hydra Bow		5	5000	dyel	dyel						sock		2	2	tinkerflag2		25	35	dex		5	5	dmg/lvl	25			regen-stam		30	30	manasteal		6	8	knock		1	1	dmg%		250	250	swing2		20	20	str		10	10					allskills		1	3		0
Bul Katho's Wedding Band	934	100	1			0	1	66	58	rn9	Ring		5	5000	dpur	dpur						sock		1	1	allskills		2	2	oskill	Increased Stamina	1	1	lifesteal		3	5	stam		50	50																									allskills		1	3		0
The Cat's Eye	935	100	1			0	1	58	50	au9	Amulet		5	5000	oran	oran						sock		1	1	allskills		1	1	move2		30	30	swing2		20	20	ac		100	100	ac-miss		100	100	dex		25	25																	allskills		1	3		0
The Rising Sun_lod	936	100	1			0	1	73	65	au9	Amulet		5	5000	lgld	lgld						sock		1	1	allskills		1	1	abs-fire/lvl	6			light		4	4	gethit-skill	ctcMeteor	2	0	dmg-fire		24	48	fireskill		2	2	regen		10	10													allskills		1	3		0
Crescent Moon	937	100	1			0	1	58	50	au9	Amulet		5	5000	lblu	lblu						sock		1	1	allskills		1	1	manasteal		11	15	red-mag		10	10	dmg-to-mana		10	10	light		-2	-2	mana		45	45	lifesteal		3	6													allskills		1	3		0
Mara's Kaleidoscope	938	100	1			0	1	80	67	au9	Amulet		5	5000	oran	oran						sock		1	1	allskills		3	3	res-all		20	30	str		5	5	dex		5	5	vit		5	5	enr		5	5																	allskills		1	3		0
Atma's Scarab	939	100	1			0	1	60	60	au9	Amulet		5	5000	cgrn	cgrn						sock		1	1	allskills		1	1	dmg-pois	100	102	102	res-pois		75	75	light		3	3	thorns		5	5	hit-skill	Amplify Damage	5	50	att%		20	20													allskills		1	3		0
Dwarf Star	940	100	1			0	1	53	45	rn9	Ring		5	5000	dgry	dgry						sock		1	1	allskills		1	1	gold%		100	100	stam		40	40	regen-stam		15	15	hp		40	40	red-mag		12	15	abs-fire%		15	15													allskills		1	3		0
Raven Frost	941	100	1			0	1	53	45	rn9	Ring		5	5000	cblu	cblu						sock		1	1	allskills		1	1	nofreeze		1	1	dmg-cold	100	15	45	abs-cold%		20	20	mana		40	40	dex		15	20	att		150	250													allskills		1	3		0
Highlord's Wrath	942	100	1			0	1	73	65	au9	Amulet		5	5000	bwht	bwht						sock		1	1	allskills		2	2	res-ltng		35	35	dmg-ltng		1	30	swing2		20	20	deadly/lvl	3			light-thorns		15	15																	allskills		1	3		0
Saracen's Chance	943	100	1			0	1	55	47	au9	Amulet		5	5000	dpur	dpur						sock		1	1	allskills		1	1	res-all		15	25	hit-skill	Iron Maiden	7	5	str		12	12	dex		12	12	enr		12	12	vit		12	12													allskills		1	3		0
Arreat's Face_lod	944	100	1			0	1	50	42	qba	Slayer Guard		5	5000								sock		2	2	tinkerflag2		25	35	bar		2	2	skilltab	12	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		3	6	res-all		30	30	allskills		1	3		0
Homunculus_lod	945	100	1			0	1	50	42	qna	Heirophant Trophy		5	5000								sock		2	2	tinkerflag2		25	35	nec		2	2	skilltab	6	2	2	ac%		150	200	block2		30	30	block		40	40	enr		20	20	regen-mana		33	33	mana-kill		5	5	res-all		40	40	allskills		1	3		0
Titan's Revenge_lod	946	100	1			0	1	50	42	q79	Ceremonial Javelin		5	5000								sock		2	2	tinkerflag2		25	35	ama		2	2	skilltab	2	2	2	dmg%		150	200	move2		30	30	rep-quant	33			str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50	allskills		1	3		0
Lycander's Aim_lod	947	100	1			0	1	50	42	q77	Ceremonial Bow		5	5000								sock		2	2	tinkerflag2		25	35	ama		2	2	skilltab	0	2	2	dmg%		150	200	swing2		20	20	ac%		20	20	dex		20	20	enr		20	20	manasteal		5	8	dmg-norm		25	50	allskills		1	3		0
Lycander's Flank_lod	948	100	1			0	1	50	42	q78	Ceremonial Pike		5	5000								sock		2	2	tinkerflag2		25	35	ama		2	2	skilltab	2	2	2	dmg%		150	200	swing2		30	30	ac%		20	20	str		20	20	vit		20	20	lifesteal		5	9	dmg-norm		25	50	allskills		1	3		0
The Oculus_lod	949	100	1			0	1	50	42	q83	Swirling Crystal		5	5000								sock		2	2	tinkerflag2		25	35	sor		3	3	res-all		20	20	cast2		30	30	ac%		20	20	vit		20	20	enr		20	20	mana-kill		5	5	mag%		50	50					allskills		1	3		0
Herald of Zakarum_lod	950	100	1			0	1	50	42	qp9	Guilded Shield		5	5000								sock		2	2	tinkerflag2		25	35	pal		2	2	skilltab	9	2	2	ac%		150	200	block2		30	30	block		30	30	str		20	20	vit		20	20	att%		20	20	res-all		50	50	allskills		1	3		0
Cutthroat1	951	100	1			0	1	50	42	q73	Greater Talons		5	5000								sock		2	2	tinkerflag2		25	35	ass		2	2	skilltab	20	1	1	dmg%		150	200	balance2		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		5	9	dmg-norm		25	50	allskills		1	3		0
Jalal's Mane_lod	952	100	1			0	1	50	42	qda	Totemic Mask		5	5000								sock		2	2	tinkerflag2		25	35	dru		2	2	skilltab	16	2	2	ac%		150	200	balance2		30	30	att%		20	20	str		20	20	enr		20	20	mana-kill		5	5	res-all		30	30	allskills		1	3		0
The Scalper	953	100	1			0	1	65	45	q72	Francisca		5	5000								sock		2	2	tinkerflag2		25	35	rep-quant	33			dmg%		150	200	att%		25	25	swing2		20	20	deadly		33	33	lifesteal		4	6	mana-kill		4	4									allskills		1	3		0
Bloodmoon	954	100	1			0	1	69	48	7sb	Elegant Blade		5	5000	cred	cred						sock		3	3	tinkerflag2		25	35	dmg%		210	260	lifesteal		10	15	charged	BloodGolem	9	15	heal-kill		7	13	deadly		50	50																	allskills		1	3		0
Djinnslayer	955	100	1			0	1	73	52	7sm	Ataghan		5	5000	dpur	dpur						sock		3	3	tinkerflag2		25	35	dmg%		190	240	dmg-fire		250	500	dmg-demon		100	150	att-demon		200	300	abs-ltng		3	7	manasteal		3	6	aura	Resist Fire	4	4									allskills		1	3		0
Deathbit	956	100	1			0	1	52	35	q71	Battle Dart		5	5000								sock		2	2	tinkerflag2		25	35	deadly		40	40	dmg%		130	180	att		200	450	lifesteal		7	9	manasteal		4	6	rep-quant	33															allskills		1	3		0
Warshrike	957	100	1			0	1	83	60	7bk	Winged Knife		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	dmg%		200	250	pierce		50	50	swing2		30	30	deadly		50	50	rep-quant	33			hit-skill	Nova	25	9													allskills		1	3		0
Gutsiphon	958	100	1			0	1	79	56	6rx	Demon Crossbow		5	5000	lgrn	lgrn						sock		3	3	tinkerflag2		25	35	dmg%		160	220	pierce		33	33	lifesteal		12	18	slow		25	25	crush		33	33																	allskills		1	3		0
Razoredge	959	100	1			0	1	75	53	7ha	Tomahawk		5	5000	lblu							sock		3	3	tinkerflag2		25	35	dmg%		175	225	swing2		40	40	reduce-ac		33	33	deadly		50	50	crush		50	50																	allskills		1	3		0
Demonlimb	960	100	1			0	1	71	50	7sp	tyrant club		5	5000	dgrn	dgrn						sock		3	3	tinkerflag2		25	35	dmg%		180	230	dmg-fire		222	333	lifesteal		7	13	charged	Enchant	20	23	rep-dur	5			dmg-demon		123	123	res-fire		15	20									allskills		1	3		0
Steelshade	961	100	1			0	1	70	49	ulm	armet		5	5000	blac	blac						sock		3	3	tinkerflag2		25	35	ac%		100	130	abs-fire		5	11	manasteal		4	8	regen		20	39	allskills		1	1																	allskills		1	3		0
Tomb Reaver	962	100	1			0	1	86	84	7pa	cryptic axe		5	5000	lyel	lyel						sock		3	4	tinkerflag2		25	35	swing2		60	60	dmg%		200	280	dmg-undead		150	230	mag%		50	80	res-all		30	50	att-undead		250	350	reanimate	1	10	10	heal-kill		10	14					allskills		1	3		0
Deaths's Web	963	100	1			0	1	74	72	7gw	unearthed wand		5	5000	bwht	bwht						sock		2	2	tinkerflag2		25	35	allskills		2	2	pierce-pois		40	50	heal-kill		7	12	mana-kill		7	12	skilltab	7	1	2																	allskills		1	3		0
Nature's Peace	964	100	1			0	1	77	69	rn9	ring		5	5000	dgrn	dgrn						sock		1	31	allskills		1	1	rip		1	1	red-dmg		7	11	res-pois		20	30	oskill	Spirit of Nature	5	5																					allskills		1	3		0
Azurewrath	965	100	1			0	1	87	76	7cr	phase blade		5	5000	lgry	lgry						sock		3	3	tinkerflag2		25	35	dmg-mag		250	500	dmg%		230	270	aura	Sanctuary	10	13	dmg-cold	250	250	500	swing2		30	30	all-stats		5	10	light		3	3	allskills		1	1					allskills		1	3		0
Seraph's Hymn	966	100	1			0	1	73	65	au9	amulet		5	5000	bwht	bwht		invamu2				sock		1	1	allskills		3	3	skilltab	11	1	2	dmg-demon		25	50	dmg-undead		25	50	att-demon		150	250	att-undead		150	250	light		2	2													allskills		1	3		0
Fleshripper	967	100	1			0	1	76	54	7kr	fanged knife		5	5000	dred	dred						sock		3	3	tinkerflag2		25	35	dmg%		200	300	reduce-ac		50	50	crush		25	25	dmg-norm		15	30	deadly		33	33	slow		20	20													allskills		1	3		0
Horizon's Tornado	968	100	1			0	1	72	51	7fl	scourge		5	5000	dpur	dpur						sock		3	3	tinkerflag2		25	35	dmg%		230	280	swing2		50	50	slow		20	20	hit-skill	Tornado	20	15	ease		-20	-20																	allskills		1	3		0
Stone Crusher	969	100	1			0	1	76	54	7wh	legendary mallet		5	5000	whit							sock		3	3	tinkerflag2		25	35	dmg%		280	320	str		20	30	crush		40	40	reduce-ac		25	25	dmg-ac		-100	-100	dmg-norm		10	30													allskills		1	3		0
Jadetalon	970	100	1			0	1	74	52	q74	wrist sword		5	5000	cgrn	cgrn						sock		3	3	tinkerflag2		25	35	dmg%		190	240	manasteal		10	15	res-all		40	50	balance2		30	30	skilltab	19	1	2	skilltab	20	1	2													allskills		1	3		0
Shadowdancer	971	100	1			0	1	79	56	uhb	myrmidon greaves		5	5000	blac	blac						sock		2	2	tinkerflag2		25	35	ac%		70	100	move2		30	30	balance2		30	30	dex		15	25	skilltab	19	1	2	ease		-20	-20													allskills		1	3		0
Cerebus	972	100	1			0	1	71	50	qdb	blood spirit		5	5000	bwht	bwht						sock		3	3	tinkerflag2		25	35	ac%		130	140	skilltab	16	2	4	lifesteal		7	10	att%		60	120	deadly		33	33	skill	feral rage	1	2													allskills		1	3		0
Tyrael's Might	973	100	1			0	1	87	67	uar	sacred armor		5	5000	dblu	dblu						sock		3	3	tinkerflag2		25	35	ease		-100	-100	rep-dur	5			ac%		120	150	rip		1	1	dmg-demon		50	100	nofreeze		1	1	move2		20	20	res-all		20	30	str		20	30	allskills		1	3		0
Souldrain	974	100	1			0	1	82	59	umg	vambraces		5	5000	dred	dred						sock		2	2	tinkerflag2		25	35	ac%		90	120	manasteal		4	7	lifesteal		4	7	hit-skill	Weaken	8	6	dmg-ac		-50	-50																	allskills		1	3		0
Runemaster	975	100	1			0	1	80	72	72a	ettin axe		5	5000	lblu	lblu						sock		5	6	tinkerflag2		25	35	dmg%		220	270	res-cold-max		5	5	nofreeze		1	1																									allskills		1	3		0
Deathcleaver	976	100	1			0	1	78	56	7wa	berserker axe		5	5000	dred							sock		3	3	tinkerflag2		25	35	dmg%		230	280	deadly		66	66	reduce-ac		33	33	swing2		40	40	heal-kill		6	9																	allskills		1	3		0
Executioner's Justice	977	100	1			0	1	83	60	7gi	glorious axe		5	5000	blac	blac						sock		3	3	tinkerflag2		25	35	dmg%		240	290	crush		25	25	reduce-ac		33	33	kill-skill	Decrepify	50	40	swing2		30	30																	allskills		1	3		0
Stoneraven	978	100	1			0	1	72	51	q81	matriarchal spear		5	5000	dgry							sock		3	3	tinkerflag2		25	35	dmg%		230	280	dmg-mag		101	187	res-all		30	50	ac		400	600	skilltab	2	1	3																	allskills		1	3		0
Leviathan	979	100	1			0	1	73	52	uld	kraken shell		5	5000	cgrn	cgrn						sock		3	3	tinkerflag2		25	35	ac%		170	200	ac		100	150	red-dmg%		15	25	str		40	50	rep-dur	5																			allskills		1	3		0
Wisp	980	100	1			0	1	84	76	rn9	ring		5	5000	bwht	bwht						sock		1	1	allskills		1	1	abs-ltng%		10	20	hit-skill	Lightning	10	16	mag%		10	20	oskill	Heart of Wolverine	5	5	oskill	Spirit of Barbs	7	7																	allskills		1	3		0
Gargoyle's Bite	981	100	1			0	1	78	56	7ts	winged harpoon		5	5000	cgrn	cgrn						sock		3	3	tinkerflag2		25	35	dmg%		180	230	rep-quant	33			dmg-pois	250	300	300	lifesteal		9	15	charged	Plague Javelin	60	11																	allskills		1	3		0
Lacerator	982	100	1			0	1	76	54	7b8	winged axe		5	5000	blac	blac						sock		3	3	tinkerflag2		25	35	dmg%		150	210	rep-quant	33			swing2		30	30	crush		33	33	howl		64	64	hit-skill	Amplify Damage	25	50													allskills		1	3		0
Mang Song's Lesson	983	100	1			0	1	86	65	6ws	archon staff		5	5000	dgld	dgld						sock		3	3	tinkerflag2		25	35	allskills		5	5	pierce-fire		10	20	pierce-ltng		10	20	pierce-cold		7	15	regen-mana		10	10	cast2		30	30	pierce-mag		10	15									allskills		1	3		0
Viperfork	984	100	1			0	1	79	56	7br	war fork		5	5000	dgrn	dgrn						sock		3	3	tinkerflag2		25	35	dmg%		190	240	dmg-pois	250	333	333	swing2		50	50	att		200	250	hit-skill	Poison Mastery	15	9	res-pois		30	50	poisonskill		3	3									allskills		1	3		0
Ethereal Edge	985	100	1			0	1	82	59	7ba	silver-edged axe		5	5000	whit	whit						sock		3	3	tinkerflag2		25	35	dmg%		150	180	swing2		25	25	abs-fire		10	12	dmg-demon		150	200	heal-kill		5	10	att		270	350	ethereal		1	1	rep-dur	25							allskills		1	3		0
Demonhorn's Edge	986	100	1			0	1	69	48	qbd	destroyer helm		5	5000	dgry	dgry						sock		3	3	tinkerflag2		25	35	ac%		120	160	swing2		10	10	lifesteal		3	6	thorns		55	77	skilltab	12	1	3	skilltab	13	1	3	skilltab	14	1	3									allskills		1	3		0
The Reaper's Toll	987	100	1			0	1	83	67	7s8	thresher		5	5000								sock		3	3	tinkerflag2		25	35	dmg%		190	240	hit-skill	Decrepify	33	30	ignore-ac		1	1	lifesteal		11	15	ease		-25	-25	deadly		33	33	dmg-cold		4	44									allskills		1	3		0
Spiritkeeper	988	100	1			0	1	75	53	qdd	earth spirit		5	5000								sock		3	3	tinkerflag2		25	35	ac%		170	190	balance2		20	20	abs-ltng		9	14	res-fire		30	40	abs-cold%		15	25	res-pois-max		10	10	dru		1	2									allskills		1	3		0
Hellrack	989	100	1			0	1	84	60	6hx	colossus crossbow		5	5000	cred							sock		3	3	tinkerflag2		25	35	dmg%		180	230	dmg-elem	33	63	324	swing2		20	20	att%		100	150	oskill	Immolation Arrow	18	18																	allskills		1	3		0
Alma Negra	990	100	1			0	1	85	61	qpc	sacred rondache		5	5000	blac	blac						sock		3	3	tinkerflag2		25	35	ac%		180	210	block2		30	30	pal		1	2	block		20	20	red-mag		5	9	att%		40	75	dmg%		40	75									allskills		1	3		0
Darkforge Spawn	991	100	1			0	1	72	51	qnf	bloodlord skull		5	5000	cred	cred						sock		3	3	tinkerflag2		25	35	ac%		140	180	cast2		30	30	mana%		10	10	skilltab	6	1	3	skilltab	7	1	3	skilltab	8	1	3													allskills		1	3		0
Widowmaker	992	100	1			0	1	73	52	6sw	ward bow		5	5000	dred	dred						sock		3	3	tinkerflag2		25	35	dmg%		150	200	deadly		33	33	ignore-ac		1	1	magicarrow		11	11	oskill	Guided Arrow	3	5																	allskills		1	3		0
Bloodraven's Charge	993	100	1			0	1	79	56	q80	matriarchal bow		5	5000	dgld	dgld						sock		3	3	tinkerflag2		25	35	dmg%		180	230	att%		200	300	explosivearrow		13	13	skilltab	0	2	4	charged	Revive	30	5																	allskills		1	3		0
Ghostflame	994	100	1			0	1	70	49	7bl	legend spike		5	5000	cblu	cblu						sock		3	3	tinkerflag2		25	35	dmg%		190	240	ignore-ac		1	1	dmg-mag		108	108	manasteal		10	15	ethereal		1	1	rep-dur	25			light		2	2									allskills		1	3		0
Shadowkiller	995	100	1			0	1	85	62	q75	battle cestus		5	5000								sock		3	3	tinkerflag2		25	35	dmg%		170	220	reduce-ac		25	25	freeze		2	2	mana-kill		10	15	hit-skill	Frost Nova	33	8	ethereal		1	1	rep-dur	25											allskills		1	3		0
Gimmershred	996	100	1			0	1	78	56	7ta	flying axe		5	5000	lgrn							sock		3	3	tinkerflag2		25	35	dmg%		160	210	dmg-fire		218	483	dmg-cold	100	176	397	dmg-ltng		29	501	swing2		30	30	rep-quant	33															allskills		1	3		0
Griffon's Eye	997	100	1			0	1	84	68	qi3	diadem		5	5000								sock		3	3	tinkerflag2		25	35	ac		100	200	cast2		25	25	allskills		1	1	extra-ltng		10	15	pierce-ltng		15	20																	allskills		1	3		0
Windhammer	998	100	1			0	1	76	54	7m7	ogre maul		5	5000	cblu	cblu						sock		3	3	tinkerflag2		25	35	dmg%		180	230	crush		50	50	swing2		60	60	hit-skill	STwister	33	22																					allskills		1	3		0
Thunderstroke	999	100	1			0	1	77	55	q82	matriarchal javelin		5	5000	dblu	dblu						sock		3	3	tinkerflag2		25	35	dmg%		150	200	dmg-ltng		1	511	hit-skill	Lightning	20	14	swing2		15	15	pierce-ltng		15	15	skill	Lightning Fury	3	3	skilltab	2	2	4	rep-quant	33							allskills		1	3		0
Demon's Arch	1000	100	1			0	1	76	54	7s7	balrog spear		5	5000	cred	cred						sock		3	3	tinkerflag2		25	35	dmg%		160	210	dmg-fire		232	323	lifesteal		6	12	rep-quant	33			swing2		30	30	dmg-ltng		23	333													allskills		1	3		0
Boneflame	1001	100	1			0	1	80	57	qne	succubae skull		3	5000	dred	dred						sock		3	3	tinkerflag2		25	35	ac%		120	150	move2		20	20	gethit-skill	Terror	15	3	nec		2	3	res-all		20	30																	allskills		1	3		0
Steelpillar	1002	100	1			0	1	77	55	7p7	war pike		3	5000								sock		3	3	tinkerflag2		25	35	dmg%		250	300	swing2		25	25	reduce-ac		20	20	ac%		50	80	rep-dur	25			crush		25	25													allskills		1	3		0
Nightwing's Veil	1003	100	1			0	1	75	53	uhm	spired helm		3	5000	cblu	cblu						sock		3	3	tinkerflag2		25	35	ac%		90	120	allskills		2	2	dex		10	20	abs-cold		5	9	half-freeze		1	1	extra-cold		8	15	ease		-50	-50									allskills		1	3		0
Crown of Ages	1004	100	1			0	1	86	82	urn	corona		3	5000	dgld	dgld						sock		3	4	tinkerflag2		25	35	balance2		30	30	res-all		20	30	allskills		1	1	ac		100	150	rep-dur	25			red-dmg%		10	15	ac%		50	50									allskills		1	3		0
Andariel's Visage	1005	100	1			0	1	85	66	usk	demonhead		3	5000	dred	dred						sock		3	3	tinkerflag2		25	35	ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing2		20	20	str		25	30	gethit-skill	Poison Nova	15	15	charged	278	20	3	lifesteal		8	10	allskills		1	3		0
Darkfear	1006	100	1			0	1	83	73	ulm	armet		5	5000	blac	blac						sock		3	3	tinkerflag2		25	35	ac%		150	200	allskills		1	1	stupidity		2	2	oskill	terror	2	5	hp		75	75	str		15	15	dex		15	15	res-pois		25	25					allskills		1	3		0
Dragonscale	1007	100	1			0	1	84	64	qpe	zakarum shield		3	5000	dgrn	dgrn						sock		3	3	tinkerflag2		25	35	ac%		170	200	abs-fire%		10	20	res-fire-max		5	5	str		15	25	dmg-fire		211	371	oskill	SHydra	10	10	extra-fire		15	15									allskills		1	3		0
Steel Carapice	1008	100	1			0	1	74	72	uul	shadow plate		3	5000	dgry	dgry						sock		3	3	tinkerflag2		25	35	ac%		190	220	balance2		40	40	red-dmg		20	25	res-cold		40	60	regen-mana		10	15	rep-dur	5			hit-skill	Iron Maiden	8	6	allskills		1	1					allskills		1	3		0
Medusa's Gaze	1009	100	1			0	1	84	60	uow	aegis		3	5000	lred	lred						sock		3	3	tinkerflag2		25	35	ac%		150	180	slow		20	20	oskill	Lower Resist	4	7	lifesteal		5	9	allskills		1	1	res-cold		40	80	ease		-30	-30									allskills		1	3		0
Ravenlore	1010	100	1			0	1	82	59	qde	sky spirit		3	5000	dgld	dgld						sock		3	3	tinkerflag2		25	35	ac%		120	150	res-all		15	25	skilltab	17	3	3	enr		20	30	pierce-fire		10	20	skill	Raven	7	7													allskills		1	3		0
Boneshade	1011	100	1			0	1	84	63	7bw	lich wand		3	5000	dgry	dgry						sock		2	2	tinkerflag2		25	35	nec		2	2	cast2		25	25	skill	Teeth	4	5	skill	Bone Armor	4	5	skill	Bone Spear	2	3	skill	Bone Spirit	1	2	skill	Bone Wall	2	3									allskills		1	3		0
Flamebellow	1012	100	1			0	1	79	56	7gs	balrog blade		3	5000	cred	cred						sock		3	3	tinkerflag2		25	35	dmg%		170	240	dmg-fire		233	482	fireskill		3	3	abs-fire%		20	30	hit-skill	Firestorm	12	16	str		10	20	vit		5	10	oskill	Inferno	12	18					allskills		1	3		0
Fathom	1013	100	1			0	1	81	65	q85	dimensional shard		3	5000	lblu							sock		3	3	tinkerflag2		25	35	sor		3	3	extra-cold		15	30	cast2		20	20	res-fire		25	40	res-ltng		25	40																	allskills		1	3		0
Wolfhowl	1014	100	1			0	1	85	63	qbc	fury visor		3	5000	cred	cred						sock		3	3	tinkerflag2		25	35	ac%		120	150	skilltab	14	2	3	str		8	15	dex		8	15	vit		8	15	oskill	Wearwolf	3	6	charged	Summon Fenris	18	15	oskill	Shape Shifting	3	6	oskill	Feral Rage	3	6	allskills		1	3		0
Spirit Ward	1015	100	1			0	1	76	54	uts	ward		3	5000	dblu	dblu						sock		3	3	tinkerflag2		25	35	ac%		130	180	abs-cold		6	11	res-all		30	40	block		20	30	block2		25	25	gethit-skill	Fade	5	8													allskills		1	3		0
Kira's Guardian	1016	100	1			0	1	85	61	qi2	tiara		3	5000	blac	blac						sock		3	3	tinkerflag2		25	35	ac		50	120	res-all		50	70	nofreeze		1	1	balance2		20	20																					allskills		1	3		0
Ormus' Robes	1017	100	1			0	1	83	60	uui	dusk shroud		3	5000	blac	blac						sock		3	3	tinkerflag2		25	35	ac		10	20	cast2		20	20	extra-fire		15	20	extra-cold		15	20	extra-ltng		15	20	regen-mana		10	15	skill-rand	3	36	60									allskills		1	3		0
Gheed's Fortune	1018	100	1			0	1	70	62	cm3	charm	1	3	5000	lyel	lyel						mag%		20	40	gold%		80	160	cheap		10	15																																						0
Stormlash	1019	100	1			0	1	86	73	7fl	scourge		3	5000	dgry	dgry						sock		3	3	tinkerflag2		25	35	dmg%		240	300	swing2		30	30	hit-skill	Static Field	15	10	hit-skill	Tornado	20	18	dmg-ltng		1	473	light-thorns		30	30	crush		33	33	abs-ltng		3	9					allskills		1	3		0
